step,episode,ep_return_raw,ep_return_shaped,ep_len,loss,q_mean,epsilon,replay_size
240390,1155,10.0,1.0,53,0.008556077256798744,1.8289668560028076,0.783649,50000
240467,1156,20.0,2.0,77,0.01081816852092743,1.7255650758743286,0.7835797,50000
240515,1157,0.0,0.0,48,0.00622585229575634,1.7270886898040771,0.7835365,50000
240625,1158,30.0,3.0,110,0.012201042845845222,1.8121074438095093,0.7834375,50000
240793,1159,20.0,2.0,168,0.006623136345297098,1.7789123058319092,0.7832863,50000
240919,1160,20.0,2.0,126,0.009434686042368412,1.6477024555206299,0.7831729000000001,50000
240992,1161,20.0,2.0,73,0.0134271290153265,1.649383306503296,0.7831072,50000
241040,1162,10.0,1.0,48,0.005238177254796028,1.823635458946228,0.783064,50000
241169,1163,40.0,4.0,129,0.008621212095022202,1.7431135177612305,0.7829479,50000
241220,1164,10.0,1.0,51,0.005999683402478695,1.6257412433624268,0.782902,50000
241362,1165,40.0,4.0,142,0.017700962722301483,1.712530493736267,0.7827742,50000
241781,1166,80.0,8.0,419,0.007646438665688038,1.8212840557098389,0.7823971000000001,50000
241963,1167,30.0,3.0,182,0.0065141357481479645,1.7192280292510986,0.7822333,50000
242136,1168,40.0,4.0,173,0.006045785266906023,1.5986261367797852,0.7820776,50000
242192,1169,0.0,0.0,56,0.006383877247571945,1.764967679977417,0.7820272,50000
242286,1170,20.0,2.0,94,0.002853156765922904,1.6384003162384033,0.7819426,50000
242866,1171,130.0,13.0,580,0.007177367340773344,1.7753169536590576,0.7814206,50000
243027,1172,50.0,5.0,161,0.007200137712061405,1.897348165512085,0.7812757,50000
243165,1173,20.0,2.0,138,0.03204343840479851,1.6345138549804688,0.7811515,50000
243251,1174,0.0,0.0,86,0.004158989526331425,1.8655967712402344,0.7810741,50000
243354,1175,30.0,3.0,103,0.00569302961230278,1.721072793006897,0.7809814,50000
243569,1176,30.0,3.0,215,0.004313139244914055,1.6647851467132568,0.7807879,50000
244024,1177,90.0,9.0,455,0.0033219782635569572,1.7378902435302734,0.7803784,50000
244164,1178,30.0,3.0,140,0.00678703747689724,1.9228376150131226,0.7802524,50000
244441,1179,40.0,4.0,277,0.0038032422307878733,1.6128315925598145,0.7800031000000001,50000
244523,1180,10.0,1.0,82,0.0019276784732937813,1.618579626083374,0.7799293,50000
244849,1181,100.0,10.0,326,0.006896772421896458,1.567281723022461,0.7796358999999999,50000
245029,1182,20.0,2.0,180,0.005749435164034367,1.5691792964935303,0.7794738999999999,50000
245139,1183,40.0,4.0,110,0.0037185391411185265,1.5909385681152344,0.7793749,50000
245261,1184,10.0,1.0,122,0.003488407004624605,1.5944669246673584,0.7792650999999999,50000
245352,1185,30.0,3.0,91,0.005234411917626858,1.5851869583129883,0.7791832000000001,50000
245862,1186,90.0,9.0,510,0.005034958012402058,1.7437407970428467,0.7787242,50000
246052,1187,60.0,6.0,190,0.004270931240171194,1.8247729539871216,0.7785532,50000
246213,1188,30.0,3.0,161,0.005259192548692226,1.6592482328414917,0.7784082999999999,50000
246403,1189,40.0,4.0,190,0.0044226860627532005,1.6958402395248413,0.7782373,50000
246946,1190,120.0,12.0,543,0.001780597260221839,1.7388845682144165,0.7777486,50000
246995,1191,10.0,1.0,49,0.002052776515483856,1.8539128303527832,0.7777045,50000
247265,1192,80.0,8.0,270,0.0033716801553964615,1.8046232461929321,0.7774615,50000
247318,1193,10.0,1.0,53,0.003186170943081379,1.952876091003418,0.7774137999999999,50000
247371,1194,10.0,1.0,53,0.0019563885871320963,1.7117083072662354,0.7773661,50000
247858,1195,70.0,7.0,487,0.002582469955086708,1.6246941089630127,0.7769278,50000
248114,1196,50.0,5.0,256,0.0028282138518989086,1.6991405487060547,0.7766974,50000
248245,1197,20.0,2.0,131,0.0033508939668536186,1.667708396911621,0.7765795,50000
248448,1198,50.0,5.0,203,0.0049147047102451324,1.794562578201294,0.7763968,50000
248542,1199,10.0,1.0,94,0.0049506062641739845,1.7093214988708496,0.7763122,50000
248684,1200,10.0,1.0,142,0.0031484367791563272,1.3923276662826538,0.7761844,50000
248761,1201,30.0,3.0,77,0.0036003519780933857,1.7034244537353516,0.7761151,50000
249088,1202,80.0,8.0,327,0.003288059961050749,1.6410315036773682,0.7758208,50000
249172,1203,20.0,2.0,84,0.0023370389826595783,1.800410270690918,0.7757452,50000
249430,1204,50.0,5.0,258,0.002068794798105955,1.5961759090423584,0.775513,50000
249603,1205,40.0,4.0,173,0.001958910608664155,1.9277091026306152,0.7753573,50000
249712,1206,10.0,1.0,109,0.0018429060000926256,1.7471938133239746,0.7752592,50000
249925,1207,20.0,2.0,213,0.004077768884599209,1.6047389507293701,0.7750675,50000
250005,1208,10.0,1.0,80,0.016023440286517143,2.026169776916504,0.7749955,50000
250196,1209,20.0,2.0,191,0.01512477919459343,1.9943642616271973,0.7748236000000001,50000
250427,1210,40.0,4.0,231,0.027260877192020416,1.609476089477539,0.7746157,50000
250477,1211,10.0,1.0,50,0.009485973045229912,1.949364185333252,0.7745707,50000
250606,1212,20.0,2.0,129,0.008786531165242195,1.7913483381271362,0.7744546,50000
250782,1213,40.0,4.0,176,0.005189656279981136,1.901023030281067,0.7742962,50000
250864,1214,10.0,1.0,82,0.02462047152221203,2.1246285438537598,0.7742224,50000
250979,1215,30.0,3.0,115,0.009216862730681896,1.8978511095046997,0.7741188999999999,50000
251196,1216,40.0,4.0,217,0.009569551795721054,1.7142871618270874,0.7739236,50000
251402,1217,40.0,4.0,206,0.009527595713734627,1.8328001499176025,0.7737381999999999,50000
251679,1218,80.0,8.0,277,0.00472527090460062,1.8420350551605225,0.7734889,50000
251881,1219,30.0,3.0,202,0.00464644143357873,1.997592568397522,0.7733071,50000
251963,1220,20.0,2.0,82,0.006694549694657326,1.7185349464416504,0.7732333,50000
252043,1221,10.0,1.0,80,0.005314342211931944,1.7865139245986938,0.7731612999999999,50000
252168,1222,40.0,4.0,125,0.0043196119368076324,1.8790959119796753,0.7730488,50000
252449,1223,60.0,6.0,281,0.003142787143588066,1.7547602653503418,0.7727959,50000
252506,1224,10.0,1.0,57,0.005520082078874111,1.8468382358551025,0.7727446,50000
252590,1225,20.0,2.0,84,0.022603612393140793,1.7181905508041382,0.772669,50000
252823,1226,90.0,9.0,233,0.0038641139399260283,1.9393070936203003,0.7724593,50000
253256,1227,90.0,9.0,433,0.003120588604360819,1.7826143503189087,0.7720696,50000
253339,1228,10.0,1.0,83,0.004656723700463772,1.800444483757019,0.7719949,50000
253583,1229,30.0,3.0,244,0.0064255231991410255,1.692310094833374,0.7717753,50000
253692,1230,10.0,1.0,109,0.0039335149340331554,1.841796636581421,0.7716772000000001,50000
253882,1231,30.0,3.0,190,0.00656517781317234,1.712756633758545,0.7715062,50000
254261,1232,70.0,7.0,379,0.0031797965057194233,1.7281345129013062,0.7711650999999999,50000
254406,1233,40.0,4.0,145,0.004572824575006962,1.8785641193389893,0.7710346,50000
254460,1234,10.0,1.0,54,0.0037272577174007893,1.9234094619750977,0.770986,50000
254538,1235,20.0,2.0,78,0.005207632668316364,1.985769271850586,0.7709158,50000
254618,1236,10.0,1.0,80,0.0052116625010967255,1.5599473714828491,0.7708438,50000
254678,1237,10.0,1.0,60,0.00399226788431406,1.7117633819580078,0.7707898,50000
254802,1238,20.0,2.0,124,0.006747211329638958,1.7005398273468018,0.7706782,50000
254884,1239,20.0,2.0,82,0.007942793890833855,2.070371389389038,0.7706044,50000
255520,1240,80.0,8.0,636,0.008290877565741539,1.6018345355987549,0.7700319999999999,50000
256026,1241,120.0,12.0,506,0.006323415786027908,1.9209890365600586,0.7695766,50000
256193,1242,20.0,2.0,167,0.002353652846068144,1.5865681171417236,0.7694263,50000
256245,1243,10.0,1.0,52,0.007896553725004196,1.605041265487671,0.7693795,50000
256429,1244,40.0,4.0,184,0.004307017661631107,1.7153291702270508,0.7692139,50000
256477,1245,0.0,0.0,48,0.003734042402356863,1.6891196966171265,0.7691707,50000
256585,1246,20.0,2.0,108,0.004818182438611984,1.835935115814209,0.7690735,50000
256637,1247,10.0,1.0,52,0.0033585436176508665,1.7818349599838257,0.7690267,50000
256826,1248,50.0,5.0,189,0.010255489498376846,1.8799145221710205,0.7688566,50000
256908,1249,10.0,1.0,82,0.003857323667034507,1.7523934841156006,0.7687828,50000
256960,1250,0.0,0.0,52,0.0020903944969177246,1.7889193296432495,0.768736,50000
257045,1251,20.0,2.0,85,0.004726876970380545,1.8250337839126587,0.7686594999999999,50000
257196,1252,30.0,3.0,151,0.0038466777186840773,2.0028395652770996,0.7685236,50000
257335,1253,40.0,4.0,139,0.0024630622938275337,1.8620338439941406,0.7683985,50000
257479,1254,20.0,2.0,144,0.006650264840573072,1.8012268543243408,0.7682689,50000
257595,1255,0.0,0.0,116,0.00552756991237402,1.645338773727417,0.7681644999999999,50000
257782,1256,70.0,7.0,187,0.002963400911539793,1.8847742080688477,0.7679962,50000
257836,1257,10.0,1.0,54,0.0018493225798010826,1.7077624797821045,0.7679476,50000
257992,1258,60.0,6.0,156,0.0014568144688382745,1.9357820749282837,0.7678072,50000
258581,1259,90.0,9.0,589,0.0038446213584393263,1.788570761680603,0.7672771,50000
259060,1260,90.0,9.0,479,0.0011729716788977385,1.859203815460205,0.7668459999999999,50000
259144,1261,0.0,0.0,84,0.004170376807451248,2.0308244228363037,0.7667704,50000
259504,1262,80.0,8.0,360,0.00810347218066454,1.6775662899017334,0.7664464,50000
259552,1263,10.0,1.0,48,0.005051175132393837,1.8848259449005127,0.7664032,50000
259773,1264,40.0,4.0,221,0.0023051367606967688,1.8963098526000977,0.7662043000000001,50000
259821,1265,0.0,0.0,48,0.004621038679033518,1.8994462490081787,0.7661610999999999,50000
260128,1266,70.0,7.0,307,0.013324933126568794,1.9402248859405518,0.7658848,50000
260332,1267,40.0,4.0,204,0.005387715995311737,1.7425564527511597,0.7657012,50000
260489,1268,20.0,2.0,157,0.011802272871136665,1.9305967092514038,0.7655599,50000
260919,1269,90.0,9.0,430,0.01841895282268524,1.900831937789917,0.7651729,50000
261029,1270,10.0,1.0,110,0.00711920578032732,1.6953206062316895,0.7650739,50000
261084,1271,10.0,1.0,55,0.0024131399113684893,1.799437403678894,0.7650244,50000
261210,1272,20.0,2.0,126,0.012985076755285263,1.918993353843689,0.764911,50000
261263,1273,10.0,1.0,53,0.005846292711794376,1.9813265800476074,0.7648633,50000
261385,1274,20.0,2.0,122,0.006166200153529644,1.5670456886291504,0.7647535,50000
262090,1275,220.0,20.0,705,0.007484702859073877,1.830256462097168,0.764119,50000
262169,1276,0.0,0.0,79,0.004255102947354317,1.9447708129882812,0.7640479,50000
262363,1277,40.0,4.0,194,0.005102619528770447,1.8825334310531616,0.7638733,50000
262610,1278,20.0,2.0,247,0.0033294539898633957,1.815902590751648,0.763651,50000
262722,1279,20.0,2.0,112,0.01084943674504757,1.9441238641738892,0.7635502,50000
262843,1280,30.0,3.0,121,0.004438051953911781,1.7509804964065552,0.7634413,50000
262994,1281,30.0,3.0,151,0.010514775291085243,1.7944360971450806,0.7633054,50000
263043,1282,10.0,1.0,49,0.005712688900530338,1.8336501121520996,0.7632612999999999,50000
263658,1283,90.0,9.0,615,0.004781495314091444,1.8938775062561035,0.7627078,50000
263709,1284,10.0,1.0,51,0.004707789979875088,1.7145447731018066,0.7626619,50000
263762,1285,0.0,0.0,53,0.002482650801539421,1.8458237648010254,0.7626142,50000
264127,1286,60.0,6.0,365,0.005382515024393797,1.8616242408752441,0.7622857,50000
264209,1287,20.0,2.0,82,0.003939568065106869,1.9194746017456055,0.7622118999999999,50000
264592,1288,70.0,7.0,383,0.00721672922372818,1.8609811067581177,0.7618672,50000
264750,1289,60.0,6.0,158,0.0036514978855848312,1.8007533550262451,0.761725,50000
264828,1290,20.0,2.0,78,0.003692131955176592,1.8200963735580444,0.7616548,50000
265220,1291,80.0,8.0,392,0.004374233540147543,1.7566108703613281,0.7613019999999999,50000
265462,1292,30.0,3.0,242,0.007923685014247894,1.9067738056182861,0.7610842,50000
265513,1293,10.0,1.0,51,0.006141809746623039,1.9628980159759521,0.7610383000000001,50000
265665,1294,50.0,5.0,152,0.007960010319948196,1.7681968212127686,0.7609015,50000
265943,1295,40.0,4.0,278,0.0024193632416427135,1.9875493049621582,0.7606513,50000
266043,1296,20.0,2.0,100,0.002773911226540804,1.7913422584533691,0.7605613,50000
266197,1297,20.0,2.0,154,0.0017935556825250387,1.9463305473327637,0.7604227,50000
266386,1298,50.0,5.0,189,0.004308904986828566,2.163987636566162,0.7602526,50000
266491,1299,30.0,3.0,105,0.0037145838141441345,1.937796711921692,0.7601581,50000
266701,1300,20.0,2.0,210,0.0025827595964074135,1.968764305114746,0.7599691,50000
266798,1301,20.0,2.0,97,0.009677947498857975,1.906822919845581,0.7598818,50000
266990,1302,20.0,2.0,192,0.0033933313097804785,1.908207893371582,0.759709,50000
267049,1303,0.0,0.0,59,0.005934877321124077,2.100799322128296,0.7596559,50000
267598,1304,120.0,12.0,549,0.0033854939974844456,1.8104445934295654,0.7591618,50000
267929,1305,60.0,6.0,331,0.006384475622326136,1.918454885482788,0.7588639,50000
268104,1306,50.0,5.0,175,0.003353330073878169,1.891371726989746,0.7587064,50000
268243,1307,40.0,4.0,139,0.009961509145796299,1.7628247737884521,0.7585813,50000
268449,1308,40.0,4.0,206,0.002614721655845642,2.0143911838531494,0.7583959,50000
268655,1309,40.0,4.0,206,0.004220282193273306,2.028076171875,0.7582105,50000
268798,1310,40.0,4.0,143,0.0037343648727983236,1.9147608280181885,0.7580818,50000
268879,1311,10.0,1.0,81,0.0024126856587827206,1.7535053491592407,0.7580089,50000
268991,1312,10.0,1.0,112,0.002465995494276285,1.8260130882263184,0.7579081,50000
269215,1313,70.0,7.0,224,0.006045773159712553,1.8535192012786865,0.7577065000000001,50000
269266,1314,10.0,1.0,51,0.004423088394105434,2.111969470977783,0.7576606,50000
269368,1315,20.0,2.0,102,0.002703038975596428,1.7874746322631836,0.7575688,50000
269806,1316,90.0,9.0,438,0.0032394849695265293,1.8396830558776855,0.7571746,50000
269856,1317,10.0,1.0,50,0.015699828043580055,1.9311586618423462,0.7571296000000001,50000
269933,1318,10.0,1.0,77,0.0023021262604743242,2.0149388313293457,0.7570603,50000
270092,1319,30.0,3.0,159,0.009149052202701569,1.6868207454681396,0.7569172,50000
270235,1320,0.0,0.0,143,0.008245646022260189,2.1408910751342773,0.7567885,50000
270334,1321,30.0,3.0,99,0.007586343679577112,1.5857621431350708,0.7566994,50000
270485,1322,30.0,3.0,151,0.0078473761677742,1.8978545665740967,0.7565635,50000
270686,1323,50.0,5.0,201,0.014165601693093777,1.9461172819137573,0.7563826,50000
270807,1324,30.0,3.0,121,0.016911663115024567,1.9752533435821533,0.7562736999999999,50000
271457,1325,120.0,12.0,650,0.005655156448483467,1.8072001934051514,0.7556887,50000
271508,1326,0.0,0.0,51,0.007099325302988291,2.0694425106048584,0.7556428,50000
271567,1327,0.0,0.0,59,0.005002870690077543,1.7639684677124023,0.7555897,50000
272127,1328,120.0,12.0,560,0.006762288510799408,1.9888215065002441,0.7550857,50000
272236,1329,20.0,2.0,109,0.005320185795426369,1.9136528968811035,0.7549876,50000
272404,1330,40.0,4.0,168,0.0037207533605396748,1.7168065309524536,0.7548364000000001,50000
272512,1331,10.0,1.0,108,0.008612962439656258,1.9313806295394897,0.7547392,50000
272670,1332,20.0,2.0,158,0.006034250371158123,1.9521077871322632,0.754597,50000
272839,1333,20.0,2.0,169,0.006705594714730978,1.7448855638504028,0.7544449,50000
272893,1334,10.0,1.0,54,0.005193677730858326,1.928737759590149,0.7543963,50000
272977,1335,0.0,0.0,84,0.004079275764524937,1.633735179901123,0.7543207,50000
273100,1336,30.0,3.0,123,0.00579245388507843,1.9602441787719727,0.75421,50000
273289,1337,40.0,4.0,189,0.00606243871152401,1.9984524250030518,0.7540399,50000
273509,1338,40.0,4.0,220,0.005603869445621967,1.875872254371643,0.7538419,50000
273637,1339,30.0,3.0,128,0.00409843772649765,1.9885928630828857,0.7537267,50000
273767,1340,40.0,4.0,130,0.0034295693039894104,1.7737114429473877,0.7536097,50000
273819,1341,10.0,1.0,52,0.02019784413278103,1.95083487033844,0.7535629,50000
274000,1342,50.0,5.0,181,0.026986341923475266,1.9530673027038574,0.7534,50000
274169,1343,30.0,3.0,169,0.009942515753209591,1.8828942775726318,0.7532479,50000
274218,1344,0.0,0.0,49,0.004254249855875969,1.7454395294189453,0.7532038,50000
274404,1345,10.0,1.0,186,0.0025622353423386812,1.8471462726593018,0.7530364,50000
274651,1346,50.0,5.0,247,0.002471689600497484,1.9839129447937012,0.7528141,50000
274746,1347,30.0,3.0,95,0.0030545175541192293,2.003258466720581,0.7527286,50000
274855,1348,30.0,3.0,109,0.004146517254412174,1.8275870084762573,0.7526305,50000
275543,1349,160.0,16.0,688,0.0032540224492549896,2.0075089931488037,0.7520113,50000
275843,1350,50.0,5.0,300,0.0027092283125966787,1.8270723819732666,0.7517413,50000
276239,1351,90.0,9.0,396,0.004074468277394772,2.134570360183716,0.7513849,50000
276490,1352,50.0,5.0,251,0.006055949721485376,1.9987872838974,0.751159,50000
276594,1353,20.0,2.0,104,0.00801729317754507,1.855832576751709,0.7510654,50000
276757,1354,60.0,6.0,163,0.004803263582289219,1.8812283277511597,0.7509187,50000
276890,1355,30.0,3.0,133,0.008773294277489185,1.9702799320220947,0.750799,50000
277000,1356,10.0,1.0,110,0.005606168881058693,2.0902891159057617,0.7506999999999999,50000
277181,1357,30.0,3.0,181,0.006019379012286663,1.978295087814331,0.7505371,50000
277237,1358,10.0,1.0,56,0.005530902184545994,2.1432723999023438,0.7504867,50000
277316,1359,10.0,1.0,79,0.0024072849191725254,1.9089033603668213,0.7504156,50000
277399,1360,0.0,0.0,83,0.003508215304464102,1.9154183864593506,0.7503409,50000
277478,1361,30.0,3.0,79,0.006119612604379654,1.905826210975647,0.7502698,50000
277586,1362,10.0,1.0,108,0.0016998372739180923,2.0838234424591064,0.7501726,50000
277789,1363,40.0,4.0,203,0.003852355992421508,1.7933695316314697,0.7499899,50000
277915,1364,20.0,2.0,126,0.002253349870443344,1.8574354648590088,0.7498765,50000
278366,1365,90.0,9.0,451,0.002998621203005314,1.940988540649414,0.7494706,50000
278448,1366,20.0,2.0,82,0.004790723789483309,1.921018362045288,0.7493968,50000
278689,1367,10.0,1.0,241,0.004096317104995251,2.0078177452087402,0.7491798999999999,50000
278933,1368,40.0,4.0,244,0.015503433533012867,1.8593183755874634,0.7489603,50000
279090,1369,30.0,3.0,157,0.007815945893526077,1.8651618957519531,0.748819,50000
279614,1370,110.0,11.0,524,0.0020872922614216805,1.793745517730713,0.7483474,50000
279806,1371,50.0,5.0,192,0.002770711202174425,1.9260146617889404,0.7481746,50000
279940,1372,40.0,4.0,134,0.0034856887068599463,1.7104690074920654,0.748054,50000
280048,1373,40.0,4.0,108,0.014572476968169212,1.8823206424713135,0.7479568,50000
280105,1374,0.0,0.0,57,0.019449779763817787,2.158535957336426,0.7479055,50000
280328,1375,40.0,4.0,223,0.006507374346256256,1.7472881078720093,0.7477048,50000
280549,1376,40.0,4.0,221,0.009189470671117306,2.0513346195220947,0.7475059,50000
280738,1377,40.0,4.0,189,0.006271294318139553,2.2086727619171143,0.7473358,50000
280845,1378,20.0,2.0,107,0.004516571760177612,1.9306695461273193,0.7472395000000001,50000
281374,1379,120.0,12.0,529,0.00459108455106616,1.883076548576355,0.7467634,50000
281430,1380,0.0,0.0,56,0.00965812336653471,1.9764137268066406,0.746713,50000
281646,1381,30.0,3.0,216,0.01096376869827509,1.9961334466934204,0.7465185999999999,50000
281956,1382,80.0,8.0,310,0.0037902789190411568,1.8786845207214355,0.7462396,50000
282006,1383,10.0,1.0,50,0.022628439590334892,1.9272723197937012,0.7461945999999999,50000
282113,1384,20.0,2.0,107,0.005623655393719673,2.059567928314209,0.7460983,50000
282238,1385,30.0,3.0,125,0.01252744346857071,1.974008321762085,0.7459857999999999,50000
283238,1386,265.0,23.0,1000,0.006563086062669754,1.935868263244629,0.7450858,50000
283388,1387,30.0,3.0,150,0.004346029832959175,2.049921989440918,0.7449508,50000
283903,1388,120.0,12.0,515,0.00877014733850956,1.9375615119934082,0.7444873,50000
284111,1389,10.0,1.0,208,0.005003777332603931,2.125985622406006,0.7443001,50000
284298,1390,70.0,7.0,187,0.005671361926943064,1.9729923009872437,0.7441318,50000
284411,1391,10.0,1.0,113,0.005252628121525049,1.9746689796447754,0.7440301,50000
284536,1392,30.0,3.0,125,0.006178995594382286,2.387051820755005,0.7439176,50000
284835,1393,60.0,6.0,299,0.002181344199925661,2.1180996894836426,0.7436484999999999,50000
285592,1394,90.0,9.0,757,0.0038905623368918896,2.1115646362304688,0.7429672,50000
285723,1395,20.0,2.0,131,0.0067539578303694725,1.944615364074707,0.7428493,50000
285830,1396,10.0,1.0,107,0.0031690914183855057,1.9400713443756104,0.742753,50000
285999,1397,20.0,2.0,169,0.0041445582173764706,1.7650498151779175,0.7426009,50000
286356,1398,50.0,5.0,357,0.008607467636466026,2.234389305114746,0.7422796,50000
286499,1399,40.0,4.0,143,0.0026113339699804783,1.8002148866653442,0.7421509,50000
286862,1400,70.0,7.0,363,0.004140885081142187,2.2174434661865234,0.7418241999999999,50000
286941,1401,10.0,1.0,79,0.0035022306255996227,2.058267593383789,0.7417530999999999,50000
287160,1402,40.0,4.0,219,0.007908880710601807,2.0252132415771484,0.741556,50000
287367,1403,60.0,6.0,207,0.005026804283261299,2.081186294555664,0.7413697,50000
287474,1404,40.0,4.0,107,0.005240976810455322,2.1147541999816895,0.7412734,50000
288056,1405,175.0,17.0,582,0.003573606489226222,2.0320627689361572,0.7407496,50000
288281,1406,50.0,5.0,225,0.00273231603205204,2.0870718955993652,0.7405470999999999,50000
288358,1407,20.0,2.0,77,0.0038705861661583185,1.885416030883789,0.7404778,50000
288619,1408,50.0,5.0,261,0.0016472581773996353,2.057887077331543,0.7402428999999999,50000
288668,1409,0.0,0.0,49,0.004654640797525644,1.7030627727508545,0.7401987999999999,50000
288791,1410,10.0,1.0,123,0.003170981537550688,2.0799946784973145,0.7400880999999999,50000
288919,1411,30.0,3.0,128,0.00417632469907403,1.8983410596847534,0.7399728999999999,50000
288997,1412,30.0,3.0,78,0.0032671308144927025,1.8341139554977417,0.7399027,50000
289209,1413,40.0,4.0,212,0.0025752605870366096,2.0415492057800293,0.7397119,50000
289300,1414,30.0,3.0,91,0.0032720393501222134,1.947883129119873,0.73963,50000
289355,1415,10.0,1.0,55,0.007008790038526058,2.0741679668426514,0.7395805,50000
289649,1416,60.0,6.0,294,0.005805362015962601,2.14117693901062,0.7393159,50000
289704,1417,10.0,1.0,55,0.012538646347820759,2.0154690742492676,0.7392664,50000
289778,1418,20.0,2.0,74,0.004584258887916803,1.9126415252685547,0.7391998,50000
289972,1419,10.0,1.0,194,0.003216627985239029,1.9745193719863892,0.7390251999999999,50000
290079,1420,0.0,0.0,107,0.007730479352176189,1.968390703201294,0.7389289,50000
290252,1421,30.0,3.0,173,0.011471596546471119,2.1865506172180176,0.7387732,50000
290878,1422,110.0,11.0,626,0.00776835810393095,2.276738166809082,0.7382097999999999,50000
291030,1423,20.0,2.0,152,0.006290045566856861,1.9304778575897217,0.738073,50000
291529,1424,110.0,11.0,499,0.0168117918074131,2.215552806854248,0.7376239,50000
291888,1425,70.0,7.0,359,0.003933470696210861,2.0853161811828613,0.7373008000000001,50000
292262,1426,120.0,12.0,374,0.007194683887064457,2.088108539581299,0.7369642,50000
292528,1427,70.0,7.0,266,0.006093197502195835,2.030423164367676,0.7367248,50000
292672,1428,30.0,3.0,144,0.008098101243376732,2.0105092525482178,0.7365952,50000
292723,1429,10.0,1.0,51,0.006614950019866228,2.0883841514587402,0.7365493,50000
292895,1430,40.0,4.0,172,0.010369577445089817,2.1025466918945312,0.7363945,50000
293793,1431,220.0,20.0,898,0.0029174531809985638,2.010288715362549,0.7355863,50000
293841,1432,10.0,1.0,48,0.01550333946943283,2.058070659637451,0.7355430999999999,50000
294090,1433,90.0,9.0,249,0.004908289294689894,1.9755358695983887,0.7353190000000001,50000
294278,1434,40.0,4.0,188,0.0033704685047268867,2.177021026611328,0.7351498000000001,50000
294530,1435,70.0,7.0,252,0.004375217016786337,2.0452675819396973,0.734923,50000
294798,1436,60.0,6.0,268,0.0033073103986680508,2.056966781616211,0.7346817999999999,50000
295051,1437,60.0,6.0,253,0.00542878732085228,1.9553824663162231,0.7344541,50000
295368,1438,80.0,8.0,317,0.004601405002176762,2.1480016708374023,0.7341688,50000
295743,1439,70.0,7.0,375,0.003206330817192793,2.2042860984802246,0.7338313000000001,50000
295793,1440,20.0,2.0,50,0.00260360911488533,2.336984157562256,0.7337863,50000
295851,1441,0.0,0.0,58,0.021460533142089844,2.3300843238830566,0.7337341,50000
296019,1442,40.0,4.0,168,0.0044823442585766315,1.977020263671875,0.7335829,50000
296070,1443,10.0,1.0,51,0.006730453111231327,2.0379061698913574,0.733537,50000
296226,1444,20.0,2.0,156,0.002240171656012535,1.9914031028747559,0.7333966000000001,50000
296648,1445,120.0,12.0,422,0.0033965331967920065,2.1039366722106934,0.7330167999999999,50000
296813,1446,10.0,1.0,165,0.004965499509125948,2.1125569343566895,0.7328683,50000
296871,1447,10.0,1.0,58,0.0040734452195465565,1.7817509174346924,0.7328161,50000
297032,1448,40.0,4.0,161,0.003483901731669903,2.221487045288086,0.7326712,50000
297085,1449,0.0,0.0,53,0.0054541705176234245,2.0248594284057617,0.7326235,50000
297686,1450,90.0,9.0,601,0.0017804877134039998,2.098146915435791,0.7320826,50000
297781,1451,20.0,2.0,95,0.005046223755925894,2.0917320251464844,0.7319971,50000
298072,1452,60.0,6.0,291,0.0068182069808244705,2.1616082191467285,0.7317351999999999,50000
298202,1453,30.0,3.0,130,0.003486307105049491,2.1549277305603027,0.7316182,50000
298278,1454,10.0,1.0,76,0.004489660728722811,1.788522481918335,0.7315498,50000
298333,1455,0.0,0.0,55,0.0031687873415648937,2.2158477306365967,0.7315003,50000
298384,1456,0.0,0.0,51,0.006264816969633102,2.1690587997436523,0.7314544000000001,50000
298590,1457,40.0,4.0,206,0.0021722617093473673,1.8890620470046997,0.731269,50000
298861,1458,40.0,4.0,271,0.0033723434899002314,1.9927276372909546,0.7310251,50000
298968,1459,10.0,1.0,107,0.003781264880672097,2.2341156005859375,0.7309288,50000
299271,1460,80.0,8.0,303,0.002261797431856394,1.8579928874969482,0.7306561,50000
299348,1461,30.0,3.0,77,0.0036163832992315292,2.1652934551239014,0.7305868,50000
299475,1462,30.0,3.0,127,0.0016353062819689512,1.92936110496521,0.7304725000000001,50000
300007,1463,110.0,11.0,532,0.01710321754217148,2.337495803833008,0.7299937,50000
300191,1464,30.0,3.0,184,0.011369972489774227,2.1750071048736572,0.7298281,50000
300631,1465,90.0,9.0,440,0.011264344677329063,1.9905234575271606,0.7294321,50000
300685,1466,10.0,1.0,54,0.007111350540071726,2.064866542816162,0.7293835,50000
300774,1467,20.0,2.0,89,0.018111368641257286,2.0673375129699707,0.7293034,50000
300825,1468,10.0,1.0,51,0.005211198702454567,2.139936923980713,0.7292575,50000
300911,1469,10.0,1.0,86,0.02182891219854355,2.319058656692505,0.7291801,50000
300962,1470,10.0,1.0,51,0.012187864631414413,2.2297959327697754,0.7291342000000001,50000
301016,1471,10.0,1.0,54,0.00917512085288763,2.1818900108337402,0.7290856,50000
301089,1472,10.0,1.0,73,0.00991282518953085,2.279348850250244,0.7290198999999999,50000
301183,1473,40.0,4.0,94,0.008908668532967567,2.1185238361358643,0.7289353000000001,50000
301276,1474,20.0,2.0,93,0.006646238267421722,2.074098587036133,0.7288516,50000
301401,1475,20.0,2.0,125,0.005142790265381336,2.2872085571289062,0.7287391000000001,50000
